"SALVADOR GIAMPIETRO";"PDS";"2709";"11.55";"BIRIGUI"
"ESTEFANO KUYMJIAN";"PT";"906";"3.86";"BIRIGUI"
"FLORIVAL CERVELATI";"PMDB";"6910";"29.46";"BIRIGUI"
"ODEIR RAMOS";"PDS";"6881";"29.33";"BIRIGUI"
"FRANCISCO ANTONIO DE LIMA";"PMDB";"3324";"14.17";"BIRIGUI"
"SALVADOR GIAMPIETRO";"PDS";"2709";"11.55";"BIRIGUI"
"ESTEFANO KUYMJIAN";"PT";"906";"3.86";"BIRIGUI"
"BENEDITO FREITAS";"PDS";"1987";"37.15";"BIRITIBA-MIRIM"
"JOSE OLIVA MELO JUNIOR";"PDS";"1125";"21.03";"BIRITIBA-MIRIM"
"ANTONIO FREITAS PEREIRA";"PMDB";"1076";"20.12";"BIRITIBA-MIRIM"
"JOSE MILTON DA CUNHA";"PDS";"517";"9.67";"BIRITIBA-MIRIM"
"BENEDITO FREITAS";"PDS";"1987";"37.15";"BIRITIBA-MIRIM"
"JOSE OLIVA MELO JUNIOR";"PDS";"1125";"21.03";"BIRITIBA-MIRIM"
"ANTONIO FREITAS PEREIRA";"PMDB";"1076";"20.12";"BIRITIBA-MIRIM"
"JOSE MILTON DA CUNHA";"PDS";"517";"9.67";"BIRITIBA-MIRIM"
"ANTONIO NELSON ROSIM";"PDS";"2043";"53.54";"BOA ESPERANCA DO SUL"
"ANTONIO AGNELO LUCIO FILPI";"PMDB";"1415";"37.08";"BOA ESPERANCA DO SUL"
"ANTONIO NELSON ROSIM";"PDS";"2043";"53.54";"BOA ESPERANCA DO SUL"
"ANTONIO AGNELO LUCIO FILPI";"PMDB";"1415";"37.08";"BOA ESPERANCA DO SUL"
"ALFREDO SORMANI JUNIOR";"PMDB";"1594";"52.28";"BOCAINA"
"BRAZ REYNALDO ARMENTANO";"PDS";"325";"10.66";"BOCAINA"
"JOAO MARCILIO AFFONSO RIBEIRO DO AMARAL";"PT";"284";"9.31";"BOCAINA"
"IZIDORO BACCARIN";"PTB";"249";"8.17";"BOCAINA"
"JOAO REZENDE NETTO";"PDS";"212";"6.95";"BOCAINA"
"SEBASTIAO CARLOS BONELLI";"PDS";"81";"2.66";"BOCAINA"
"ALFREDO SORMANI JUNIOR";"PMDB";"1594";"52.28";"BOCAINA"
"BRAZ REYNALDO ARMENTANO";"PDS";"325";"10.66";"BOCAINA"
"JOAO MARCILIO AFFONSO RIBEIRO DO AMARAL";"PT";"284";"9.31";"BOCAINA"
"IZIDORO BACCARIN";"PTB";"249";"8.17";"BOCAINA"
"JOAO REZENDE NETTO";"PDS";"212";"6.95";"BOCAINA"
"SEBASTIAO CARLOS BONELLI";"PDS";"81";"2.66";"BOCAINA"
"JOSE DE SOUZA ALVES";"PDS";"986";"43.94";"BOFETE"
"ONOFRE LEME MACHADO";"PMDB";"713";"31.77";"BOFETE"
"JOAO BENEDITO DE OLIVEIRA";"PDS";"417";"18.58";"BOFETE"
"JOSE DE SOUZA ALVES";"PDS";"986";"43.94";"BOFETE"
"ONOFRE LEME MACHADO";"PMDB";"713";"31.77";"BOFETE"
"JOAO BENEDITO DE OLIVEIRA";"PDS";"417";"18.58";"BOFETE"
"WANDERLEY FRANCO";"PDS";"2161";"30.31";"BOITUVA"
"OLIMPIO DE ANDRADE";"PTB";"1954";"27.41";"BOITUVA"
"RAFAEL CAETANO DA SILVA";"PTB";"872";"12.23";"BOITUVA"
"SERGIO ANTONIO MARCON";"PMDB";"662";"9.28";"BOITUVA"
"JOSE CARLOS ROSA";"PDS";"643";"9.02";"BOITUVA"
"RAFAEL GIANOTTI";"PMDB";"278";"3.9";"BOITUVA"
"WANDERLEY FRANCO";"PDS";"2161";"30.31";"BOITUVA"
"OLIMPIO DE ANDRADE";"PTB";"1954";"27.41";"BOITUVA"
"RAFAEL CAETANO DA SILVA";"PTB";"872";"12.23";"BOITUVA"
"SERGIO ANTONIO MARCON";"PMDB";"662";"9.28";"BOITUVA"
"JOSE CARLOS ROSA";"PDS";"643";"9.02";"BOITUVA"
"RAFAEL GIANOTTI";"PMDB";"278";"3.9";"BOITUVA"
"IRINEU CORREIA DIAS";"PDS";"857";"25.18";"BOM JESUS DOS PERDOES"
"MARIO DO PRADO";"PDS";"625";"18.36";"BOM JESUS DOS PERDOES"
"ANTONIO RAMOS DE CAMARGO";"PMDB";"593";"17.42";"BOM JESUS DOS PERDOES"
"WALTER AFELTRO";"PMDB";"524";"15.39";"BOM JESUS DOS PERDOES"
"WALDEMAR RAMOS";"PDS";"427";"12.54";"BOM JESUS DOS PERDOES"
"AURELIO DOS SANTOS";"PDT";"14";"0.41";"BOM JESUS DOS PERDOES"
"IRINEU CORREIA DIAS";"PDS";"857";"25.18";"BOM JESUS DOS PERDOES"
"MARIO DO PRADO";"PDS";"625";"18.36";"BOM JESUS DOS PERDOES"
"ANTONIO RAMOS DE CAMARGO";"PMDB";"593";"17.42";"BOM JESUS DOS PERDOES"
"WALTER AFELTRO";"PMDB";"524";"15.39";"BOM JESUS DOS PERDOES"
"WALDEMAR RAMOS";"PDS";"427";"12.54";"BOM JESUS DOS PERDOES"
"AURELIO DOS SANTOS";"PDT";"14";"0.41";"BOM JESUS DOS PERDOES"
"NELSON CELESTINO TEIXEIRA";"PMDB";"236";"48.56";"BORA"
"DURVAL FAVATO";"PDS";"229";"47.12";"BORA"
"NELSON CELESTINO TEIXEIRA";"PMDB";"236";"48.56";"BORA"
"DURVAL FAVATO";"PDS";"229";"47.12";"BORA"
"JOAO SINATURA";"PDS";"618";"46.57";"BORACEIA"
"RENATO RIBEIRO MASSARICO";"PMDB";"593";"44.69";"BORACEIA"
"JOAO SINATURA";"PDS";"618";"46.57";"BORACEIA"
"RENATO RIBEIRO MASSARICO";"PMDB";"593";"44.69";"BORACEIA"
"JOSE CARLOS BIASOTTO";"PMDB";"1464";"29.64";"BORBOREMA"
"UBIRAJARA APARECIDO MARTINS";"PDS";"1143";"23.14";"BORBOREMA"
"RIBAMAR DE SOUZA BATISTA";"PMDB";"868";"17.57";"BORBOREMA"
"EVILASIO DE MARTIN";"PDS";"709";"14.36";"BORBOREMA"
"JULIO BENEDITO CESAR PEGORIN";"PMDB";"367";"7.43";"BORBOREMA"
"MARIN ELISA RAYES";"PDS";"115";"2.33";"BORBOREMA"
"JOSE CARLOS BIASOTTO";"PMDB";"1464";"29.64";"BORBOREMA"
"UBIRAJARA APARECIDO MARTINS";"PDS";"1143";"23.14";"BORBOREMA"
"RIBAMAR DE SOUZA BATISTA";"PMDB";"868";"17.57";"BORBOREMA"
"EVILASIO DE MARTIN";"PDS";"709";"14.36";"BORBOREMA"
"JULIO BENEDITO CESAR PEGORIN";"PMDB";"367";"7.43";"BORBOREMA"
"MARIN ELISA RAYES";"PDS";"115";"2.33";"BORBOREMA"
"ANTONIO JAMIL CURY";"PMDB";"15706";"48.79";"BOTUCATU"
"PLINIO PAGANINI";"PDS";"5741";"17.83";"BOTUCATU"
"MARIO COTRIM SARTOR";"PDS";"2539";"7.89";"BOTUCATU"
"LAIR VICENTE CHIRINEA";"PT";"2375";"7.38";"BOTUCATU"
"VANDERLY PIZZIGATTI MARQUES";"PTB";"1631";"5.07";"BOTUCATU"
"ARMANDO MORAIS DELMANTO";"PMDB";"1139";"3.54";"BOTUCATU"
"ANTONIO JAMIL CURY";"PMDB";"15706";"48.79";"BOTUCATU"
"PLINIO PAGANINI";"PDS";"5741";"17.83";"BOTUCATU"
"MARIO COTRIM SARTOR";"PDS";"2539";"7.89";"BOTUCATU"
"LAIR VICENTE CHIRINEA";"PT";"2375";"7.38";"BOTUCATU"
"VANDERLY PIZZIGATTI MARQUES";"PTB";"1631";"5.07";"BOTUCATU"
"ARMANDO MORAIS DELMANTO";"PMDB";"1139";"3.54";"BOTUCATU"
"JOSE DE LIMA";"PDS";"14494";"42.39";"BRAGANCA PAULISTA"
"NICOLA CORTEZ";"PMDB";"11289";"33.02";"BRAGANCA PAULISTA"
"PEDRO DA SILVA PINTO";"PMDB";"1625";"4.75";"BRAGANCA PAULISTA"
"LUIZ GONZAGA PIRES MATHIAS";"PMDB";"1488";"4.35";"BRAGANCA PAULISTA"
"JOSE DOMINGOS BRANDI";"PTB";"991";"2.9";"BRAGANCA PAULISTA"
"DARCY ALVES DE OLIVEIRA";"PT";"872";"2.55";"BRAGANCA PAULISTA"
"CELIA REGINA LOPES VIEIRA";"PDT";"28";"0.08";"BRAGANCA PAULISTA"
"JOSE DE LIMA";"PDS";"14494";"42.39";"BRAGANCA PAULISTA"
"NICOLA CORTEZ";"PMDB";"11289";"33.02";"BRAGANCA PAULISTA"
"PEDRO DA SILVA PINTO";"PMDB";"1625";"4.75";"BRAGANCA PAULISTA"
"LUIZ GONZAGA PIRES MATHIAS";"PMDB";"1488";"4.35";"BRAGANCA PAULISTA"
"JOSE DOMINGOS BRANDI";"PTB";"991";"2.9";"BRAGANCA PAULISTA"
"DARCY ALVES DE OLIVEIRA";"PT";"872";"2.55";"BRAGANCA PAULISTA"
"CELIA REGINA LOPES VIEIRA";"PDT";"28";"0.08";"BRAGANCA PAULISTA"
"FRANCISCO GUERRERO SIMON";"PMDB";"640";"29.59";"BRAUNA"
"WALDEMAR MAROTTA";"PDS";"574";"26.54";"BRAUNA"
"JOSE ALVES DA SILVA";"PMDB";"407";"18.82";"BRAUNA"
"NEHEMIAS ALVES PEREIRA";"PDS";"304";"14.05";"BRAUNA"
"HAROLDO CORTEZ MORA";"PMDB";"132";"6.1";"BRAUNA"
"FRANCISCO GUERRERO SIMON";"PMDB";"640";"29.59";"BRAUNA"
"WALDEMAR MAROTTA";"PDS";"574";"26.54";"BRAUNA"
"JOSE ALVES DA SILVA";"PMDB";"407";"18.82";"BRAUNA"
"NEHEMIAS ALVES PEREIRA";"PDS";"304";"14.05";"BRAUNA"
"HAROLDO CORTEZ MORA";"PMDB";"132";"6.1";"BRAUNA"
"ANTONIO JOSE FABBRI";"PDS";"2193";"39.62";"BRODOSQUI"
"MARIO FABBRI";"PMDB";"1417";"25.6";"BRODOSQUI"
"AILDO FURLAN";"PMDB";"1355";"24.48";"BRODOSQUI"
"AMANDO MORANDO";"PDS";"111";"2.01";"BRODOSQUI"
"PEDRO SEGATO";"PDS";"98";"1.77";"BRODOSQUI"
"ANTONIO JOSE FABBRI";"PDS";"2193";"39.62";"BRODOSQUI"
"MARIO FABBRI";"PMDB";"1417";"25.6";"BRODOSQUI"
"AILDO FURLAN";"PMDB";"1355";"24.48";"BRODOSQUI"
"AMANDO MORANDO";"PDS";"111";"2.01";"BRODOSQUI"
"PEDRO SEGATO";"PDS";"98";"1.77";"BRODOSQUI"
"PEDRO LUIZ RAGASSI";"PMDB";"2503";"42.58";"BROTAS"
"FREDERICO JOSE DE CAMARGO CARDOSO";"PDS";"1793";"30.5";"BROTAS"
"JOSE NORIVAL DE FRANCISCO";"PDS";"739";"12.57";"BROTAS"
"BERNARDO CALZADO FILHO";"PMDB";"165";"2.81";"BROTAS"
"PEDRO BENEDITO LUCHINI";"PMDB";"103";"1.75";"BROTAS"
"PEDRO LUIZ RAGASSI";"PMDB";"2503";"42.58";"BROTAS"
"FREDERICO JOSE DE CAMARGO CARDOSO";"PDS";"1793";"30.5";"BROTAS"
"JOSE NORIVAL DE FRANCISCO";"PDS";"739";"12.57";"BROTAS"
"BERNARDO CALZADO FILHO";"PMDB";"165";"2.81";"BROTAS"
"PEDRO BENEDITO LUCHINI";"PMDB";"103";"1.75";"BROTAS"
"FRANCISCO LOPES FERREIRA";"PMDB";"1194";"27.46";"BURI"
"JOSE ROBERTO REICHERT";"PMDB";"937";"21.55";"BURI"
"SEBASTIAO VIEIRA DA CRUZ FILHO";"PDS";"771";"17.73";"BURI"
"PAULO ROBERTO FONSECA";"PMDB";"606";"13.94";"BURI"
"AVELINO ANTUNES DA CRUZ";"PDS";"522";"12.01";"BURI"
"JOAO BRAZILIO RAMOS JUNIOR";"PDS";"82";"1.89";"BURI"
"FRANCISCO LOPES FERREIRA";"PMDB";"1194";"27.46";"BURI"
"JOSE ROBERTO REICHERT";"PMDB";"937";"21.55";"BURI"
"SEBASTIAO VIEIRA DA CRUZ FILHO";"PDS";"771";"17.73";"BURI"
"PAULO ROBERTO FONSECA";"PMDB";"606";"13.94";"BURI"
"AVELINO ANTUNES DA CRUZ";"PDS";"522";"12.01";"BURI"
"JOAO BRAZILIO RAMOS JUNIOR";"PDS";"82";"1.89";"BURI"
"IZAIR DOS SANTOS TEIXEIRA";"PMDB";"3005";"56.01";"BURITAMA"
"REALINO FEROLDI";"PDS";"1149";"21.42";"BURITAMA"
"JACINTHO DE OLIVEIRA NETO";"PDS";"958";"17.86";"BURITAMA"
"IZAIR DOS SANTOS TEIXEIRA";"PMDB";"3005";"56.01";"BURITAMA"
"REALINO FEROLDI";"PDS";"1149";"21.42";"BURITAMA"
"JACINTHO DE OLIVEIRA NETO";"PDS";"958";"17.86";"BURITAMA"
"PEDRO SCHIAVOTELO SOBRINHO";"PDS";"914";"59.74";"BURITIZAL"
"FIOD MUSSI";"PMDB";"485";"31.7";"BURITIZAL"
"PEDRO SCHIAVOTELO SOBRINHO";"PDS";"914";"59.74";"BURITIZAL"
"FIOD MUSSI";"PMDB";"485";"31.7";"BURITIZAL"
"NELSON GEBARA";"PDS";"466";"30.86";"CABRALIA PAULISTA"
"JOSE SOARES PEREIRA";"PMDB";"352";"23.31";"CABRALIA PAULISTA"
"LUIZ LOURENCO FILHO";"PMDB";"256";"16.95";"CABRALIA PAULISTA"
"ANTONIO PIMENTEL FILHO";"PDS";"163";"10.79";"CABRALIA PAULISTA"
"CARLOS TEIXEIRA";"PDS";"140";"9.27";"CABRALIA PAULISTA"
"NELSON GEBARA";"PDS";"466";"30.86";"CABRALIA PAULISTA"
"JOSE SOARES PEREIRA";"PMDB";"352";"23.31";"CABRALIA PAULISTA"
"LUIZ LOURENCO FILHO";"PMDB";"256";"16.95";"CABRALIA PAULISTA"
"ANTONIO PIMENTEL FILHO";"PDS";"163";"10.79";"CABRALIA PAULISTA"
"CARLOS TEIXEIRA";"PDS";"140";"9.27";"CABRALIA PAULISTA"
"CLAUDIO ANTONIO GIANNINI";"PDS";"1437";"28.42";"CABREUVA"
"RUBENS DA SILVEIRA CAMARGO";"PDS";"1141";"22.57";"CABREUVA"
"WALDEMAR ALVES DE CAMARGO";"PMDB";"1099";"21.74";"CABREUVA"
"JOAO ZACCHI";"PMDB";"466";"9.22";"CABREUVA"
"ANTONIO ODILON FRANCESCHINI";"PMDB";"377";"7.46";"CABREUVA"
"CLAUDIO ANTONIO GIANNINI";"PDS";"1437";"28.42";"CABREUVA"
"RUBENS DA SILVEIRA CAMARGO";"PDS";"1141";"22.57";"CABREUVA"
"WALDEMAR ALVES DE CAMARGO";"PMDB";"1099";"21.74";"CABREUVA"
"JOAO ZACCHI";"PMDB";"466";"9.22";"CABREUVA"
"ANTONIO ODILON FRANCESCHINI";"PMDB";"377";"7.46";"CABREUVA"
"FRANCISCO ADILSON NATALI";"PMDB";"8371";"38.71";"CACAPAVA"
"EDMIR VIANA DE MOURA";"PMDB";"4058";"18.77";"CACAPAVA"
"LAURENTINO MARCONDES";"PDS";"2521";"11.66";"CACAPAVA"
"VALDEMIR CAVALCANTE";"PT";"1975";"9.13";"CACAPAVA"
"JOSE MARIA LANFREDI";"PDS";"930";"4.3";"CACAPAVA"
"ORLANDO ASSIS BAPTISTA";"PMDB";"815";"3.77";"CACAPAVA"
"LUIZ FERNANDO PAULI";"PDS";"473";"2.19";"CACAPAVA"
"FRANCISCO ADILSON NATALI";"PMDB";"8371";"38.71";"CACAPAVA"
"EDMIR VIANA DE MOURA";"PMDB";"4058";"18.77";"CACAPAVA"
"LAURENTINO MARCONDES";"PDS";"2521";"11.66";"CACAPAVA"
"VALDEMIR CAVALCANTE";"PT";"1975";"9.13";"CACAPAVA"
"JOSE MARIA LANFREDI";"PDS";"930";"4.3";"CACAPAVA"
"ORLANDO ASSIS BAPTISTA";"PMDB";"815";"3.77";"CACAPAVA"
"LUIZ FERNANDO PAULI";"PDS";"473";"2.19";"CACAPAVA"
"ALOISIO VIEIRA";"PDT";"2920";"27.33";"CACHOEIRA PAULISTA"
"MAZZEI DE MENDONCA SATIM";"PMDB";"2286";"21.4";"CACHOEIRA PAULISTA"
"JOSE ALVES DA SILVA";"PDS";"2139";"20.02";"CACHOEIRA PAULISTA"
"ANTONIO BENEDICTO HUMMEL";"PDS";"1163";"10.89";"CACHOEIRA PAULISTA"
"ANA SILVIA PORTO IDEHARA";"PDS";"844";"7.9";"CACHOEIRA PAULISTA"
"NERY VICTORIO";"PMDB";"194";"1.82";"CACHOEIRA PAULISTA"
"FERNANDO DE MOLIERI ROMEIRO";"PDT";"31";"0.29";"CACHOEIRA PAULISTA"
"ALOISIO VIEIRA";"PDT";"2920";"27.33";"CACHOEIRA PAULISTA"
"MAZZEI DE MENDONCA SATIM";"PMDB";"2286";"21.4";"CACHOEIRA PAULISTA"
"JOSE ALVES DA SILVA";"PDS";"2139";"20.02";"CACHOEIRA PAULISTA"
"ANTONIO BENEDICTO HUMMEL";"PDS";"1163";"10.89";"CACHOEIRA PAULISTA"
"ANA SILVIA PORTO IDEHARA";"PDS";"844";"7.9";"CACHOEIRA PAULISTA"
"NERY VICTORIO";"PMDB";"194";"1.82";"CACHOEIRA PAULISTA"
"FERNANDO DE MOLIERI ROMEIRO";"PDT";"31";"0.29";"CACHOEIRA PAULISTA"
